Date,State,Tax_Collection,Government_Spending,Budget_Deficit
2022-12-22,Karnataka,44107243,84183719,10820804
2022-12-23,Delhi,58718224,83728370,6200348
2022-12-24,Tamil Nadu,55363746,66034068,4318075
2022-12-25,Tamil Nadu,71408720,66030710,5858073
2022-12-26,Tamil Nadu,30614051,50230439,6111113
2022-12-27,Gujarat,76066748,41356182,12161162
2022-12-28,Gujarat,39370740,79693529,9102832
2022-12-29,Karnataka,36552491,73576231,14749959
2022-12-30,Gujarat,32338233,64398834,6736181
2022-12-31,Delhi,50198763,49038647,4886447
2023-01-01,Karnataka,49706285,67452729,10745643
2023-01-02,Gujarat,55674694,82942394,3503385
2023-01-03,Delhi,32851669,87822995,5118096
2023-01-04,Gujarat,73650227,70521638,6298471
2023-01-05,Maharashtra,52594673,82147840,7238958
2023-01-06,Maharashtra,40921150,42377199,13067272
2023-01-07,Tamil Nadu,62609420,74684253,9750344
2023-01-08,Tamil Nadu,58617497,82239122,9485313
2023-01-09,Delhi,60966292,35482377,8050574
2023-01-10,Tamil Nadu,47075149,72964514,5352166
2023-01-11,Delhi,70316596,56776410,11453905
2023-01-12,Delhi,42897848,35397823,6407098
2023-01-13,Karnataka,35798668,74306629,6603748
2023-01-14,Delhi,77565452,58501698,11839284
2023-01-15,Delhi,60496423,39226998,9519105
2023-01-16,Gujarat,56097653,60812360,13182943
2023-01-17,Tamil Nadu,76966625,42915068,10964074
2023-01-18,Delhi,71366070,59173618,1851649
2023-01-19,Gujarat,31548850,81216056,11493347
2023-01-20,Gujarat,41262228,44337083,8225015
2023-01-21,Tamil Nadu,55899969,65554844,1545020
2023-01-22,Gujarat,73326408,83366012,6348579
2023-01-23,Tamil Nadu,61861848,86672571,7353570
2023-01-24,Delhi,75451706,39402105,5098307
2023-01-25,Tamil Nadu,30223311,60214203,4214044
2023-01-26,Karnataka,56529583,89962892,3653459
2023-01-27,Maharashtra,67768315,81516742,12952917
2023-01-28,Delhi,79658646,82817223,11024691
2023-01-29,Gujarat,46316981,39677638,11026833
2023-01-30,Delhi,70901976,54874795,2886749
2023-01-31,Karnataka,61561616,53830618,3794851
2023-02-01,Delhi,34954040,50406823,12289445
2023-02-02,Tamil Nadu,43720635,77500785,9903572
2023-02-03,Karnataka,58660203,86333930,13203737
2023-02-04,Karnataka,56926539,67549032,14496450
2023-02-05,Karnataka,60225925,87922937,10600028
2023-02-06,Gujarat,33208737,84400560,14871205
2023-02-07,Gujarat,43878727,85037059,14623025
2023-02-08,Maharashtra,45268722,88251448,6404974
2023-02-09,Tamil Nadu,61741805,63172459,9081931
2023-02-10,Gujarat,30905876,66555249,3456896
2023-02-11,Karnataka,39824346,41300140,3824979
2023-02-12,Delhi,44268350,89133468,7526488
2023-02-13,Karnataka,55142192,81648259,2306740
2023-02-14,Delhi,48333389,47830711,3632027
2023-02-15,Karnataka,47047301,54876893,6261031
2023-02-16,Gujarat,66070714,57424096,7610982
2023-02-17,Delhi,77025107,37652910,7721107
2023-02-18,Delhi,50008879,47749079,14193200
2023-02-19,Tamil Nadu,34062232,55169076,5537410
2023-02-20,Delhi,55728803,41055609,7991498
2023-02-21,Karnataka,32696785,84555647,10212994
2023-02-22,Delhi,38754551,82603552,4379206
2023-02-23,Gujarat,40266940,75714853,5385502
2023-02-24,Gujarat,52564265,61035531,13170117
2023-02-25,Karnataka,66773928,85306864,5886586
2023-02-26,Karnataka,79654570,55505965,13374401
2023-02-27,Karnataka,36925568,53430539,7526370
2023-02-28,Delhi,68271810,39534313,3041752
2023-03-01,Maharashtra,52832906,58814449,3256657
2023-03-02,Gujarat,57633247,44263888,5620501
2023-03-03,Gujarat,68753012,64814738,13051010
2023-03-04,Gujarat,44958235,42451937,5692234
2023-03-05,Tamil Nadu,66253262,48346443,6876344
2023-03-06,Delhi,54683838,49398182,2712563
2023-03-07,Karnataka,74953265,73112809,10935366
2023-03-08,Delhi,69265986,43045279,10574800
2023-03-09,Maharashtra,58570934,45764051,6223255
2023-03-10,Gujarat,61187525,82869245,13109169
2023-03-11,Gujarat,33868406,64054806,9151151
2023-03-12,Gujarat,30488294,70606943,2019083
2023-03-13,Maharashtra,68605291,44084157,7773860
2023-03-14,Maharashtra,39980571,53525751,3573208
2023-03-15,Delhi,45535044,79883247,2161404
2023-03-16,Maharashtra,76953250,77978336,2300523
2023-03-17,Delhi,78366504,58451202,3278464
2023-03-18,Karnataka,41321734,53999520,5599489
2023-03-19,Karnataka,31496295,52150655,7186669
2023-03-20,Delhi,34875797,85927085,6800768
2023-03-21,Delhi,79684516,66842645,9583088
2023-03-22,Gujarat,43059804,61123420,4763385
2023-03-23,Gujarat,30087942,45064564,2708268
2023-03-24,Gujarat,35390526,45433262,9771487
2023-03-25,Maharashtra,73515488,85016401,14644378
2023-03-26,Gujarat,74841796,87553608,4881505
2023-03-27,Tamil Nadu,52953198,47521670,11258041
2023-03-28,Maharashtra,37972138,39739846,1516457
2023-03-29,Tamil Nadu,79543565,78704354,8839881
2023-03-30,Karnataka,72220479,50300837,3551591
2023-03-31,Gujarat,63480072,44697715,6979728
2023-04-01,Maharashtra,61449017,71751748,6681896
2023-04-02,Gujarat,58420411,76877300,9420632
2023-04-03,Tamil Nadu,74144791,74118290,12376225
2023-04-04,Karnataka,46886127,73860007,12786787
2023-04-05,Maharashtra,55342335,46585342,1920448
2023-04-06,Karnataka,74288102,49551604,7688024
2023-04-07,Tamil Nadu,65025710,50603965,14130078
2023-04-08,Tamil Nadu,79708650,73333793,3742137
2023-04-09,Karnataka,71715093,88111078,10573238
2023-04-10,Delhi,62840287,52707331,8023313
2023-04-11,Tamil Nadu,66209078,36679871,5720580
2023-04-12,Karnataka,31967784,37084383,1415161
2023-04-13,Karnataka,30449212,74074159,1887610
2023-04-14,Maharashtra,70880716,62665437,12417516
2023-04-15,Maharashtra,33542038,77831115,4894456
2023-04-16,Maharashtra,33115600,51178498,2008909
2023-04-17,Gujarat,68161484,36315815,5558405
2023-04-18,Tamil Nadu,42778295,82937297,12671767
2023-04-19,Karnataka,64179009,79537300,2005623
2023-04-20,Delhi,78971418,42316389,13232472
2023-04-21,Gujarat,30666368,73444898,2675579
2023-04-22,Tamil Nadu,44571896,72568008,9159513
2023-04-23,Maharashtra,63157802,50784787,14009703
2023-04-24,Maharashtra,45792244,56854849,6306820
2023-04-25,Delhi,58925816,61288974,3879647
2023-04-26,Maharashtra,53557164,85146538,2309731
2023-04-27,Maharashtra,60637652,41398001,11834310
2023-04-28,Delhi,59860235,62741791,4240324
2023-04-29,Maharashtra,57437700,50034900,9044008
2023-04-30,Maharashtra,65330951,48080688,9417530
2023-05-01,Karnataka,73188173,64434141,7239653
2023-05-02,Delhi,46261753,46316340,7344539
2023-05-03,Tamil Nadu,46752422,78765712,9776993
2023-05-04,Tamil Nadu,53546235,44921439,13765203
2023-05-05,Gujarat,51279057,52997047,8529553
2023-05-06,Maharashtra,40243327,43228244,13937578
2023-05-07,Gujarat,40973384,55169311,4320041
2023-05-08,Maharashtra,34018324,85658981,12584731
2023-05-09,Gujarat,70261653,54024875,1270623
2023-05-10,Karnataka,35344228,68768784,3148884
2023-05-11,Delhi,77016012,70388570,8873605
2023-05-12,Delhi,60847040,83948415,12224230
2023-05-13,Tamil Nadu,34910528,58608106,10053162
2023-05-14,Maharashtra,33893726,52409082,2489132
2023-05-15,Delhi,72799853,45445411,5145512
2023-05-16,Maharashtra,71814715,38568548,7601976
2023-05-17,Karnataka,64211998,72384543,6554500
2023-05-18,Delhi,59898069,37567037,8791519
2023-05-19,Karnataka,50067130,72886833,7361176
2023-05-20,Tamil Nadu,46701553,85221839,12891812
2023-05-21,Gujarat,64849418,64702222,2909538
2023-05-22,Karnataka,42754257,55155842,12735747
2023-05-23,Maharashtra,58861039,74184962,3405082
2023-05-24,Maharashtra,60575474,46451567,10903157
2023-05-25,Delhi,72298324,82271151,1082273
2023-05-26,Gujarat,38953368,75646705,6591319
2023-05-27,Delhi,46890427,86643525,7281040
2023-05-28,Maharashtra,77869132,76151063,1937820
2023-05-29,Tamil Nadu,77685627,77580589,13949484
2023-05-30,Maharashtra,49054644,72395804,7598928
2023-05-31,Delhi,59543575,41234011,8225891
2023-06-01,Karnataka,41487664,89034820,9363984
2023-06-02,Delhi,64025665,45942571,8976205
2023-06-03,Maharashtra,53897252,69435493,12067940
2023-06-04,Delhi,42200087,57274681,10980868
2023-06-05,Tamil Nadu,53852686,70447036,5597626
2023-06-06,Gujarat,62319312,74673063,4470348
2023-06-07,Karnataka,39419742,42835116,6399030
2023-06-08,Gujarat,60533862,55415285,8755231
2023-06-09,Gujarat,51232097,59884160,7265878
2023-06-10,Karnataka,67592617,62347100,8189555
2023-06-11,Delhi,78795386,82807932,9271354
2023-06-12,Delhi,36589415,39803483,5782113
2023-06-13,Delhi,36134783,84868639,7166172
2023-06-14,Delhi,60739962,62938989,10120463
2023-06-15,Gujarat,38806321,78014068,1371616
2023-06-16,Tamil Nadu,77559431,81828828,11993838
2023-06-17,Delhi,34551448,53243576,6054728
2023-06-18,Maharashtra,31084825,42503357,9244179
2023-06-19,Tamil Nadu,55201927,77168158,14183402
2023-06-20,Delhi,79324664,59960923,5560478
2023-06-21,Tamil Nadu,43610151,88599530,1596710
2023-06-22,Tamil Nadu,59635132,40112265,3036649
2023-06-23,Delhi,50730247,89947239,1271956
2023-06-24,Delhi,56568818,50656023,7461695
2023-06-25,Maharashtra,35863926,49440521,8602751
2023-06-26,Gujarat,31737051,46349055,2904901
2023-06-27,Maharashtra,66758800,46838229,11075443
2023-06-28,Tamil Nadu,64794506,45942147,6462975
2023-06-29,Karnataka,60832746,88867421,1914414
2023-06-30,Gujarat,30712673,68667266,13523932
2023-07-01,Delhi,32264040,85248902,13461659
2023-07-02,Karnataka,45283936,67744817,7179489
2023-07-03,Delhi,58152677,36555561,6280581
2023-07-04,Tamil Nadu,48167576,89510786,14794616
2023-07-05,Delhi,43234444,72553084,4890927
2023-07-06,Maharashtra,49590262,83823239,4237689
2023-07-07,Gujarat,32110159,64244192,10903315
2023-07-08,Maharashtra,48875663,57218990,2952801
2023-07-09,Gujarat,63573050,74860492,6713458
2023-07-10,Gujarat,66012780,85057963,13222418
2023-07-11,Delhi,42170690,76276685,10953591
2023-07-12,Gujarat,68014816,76137422,5791606
2023-07-13,Tamil Nadu,36143005,46264249,8271594
2023-07-14,Tamil Nadu,69006377,44252975,2190147
2023-07-15,Tamil Nadu,36644888,71344340,14068525
2023-07-16,Maharashtra,71946671,62392203,8515223
2023-07-17,Delhi,55357426,52212305,14738364
2023-07-18,Gujarat,48274425,55121842,7440822
2023-07-19,Gujarat,37974612,42684887,10561104
2023-07-20,Gujarat,60283282,85256719,1705450
2023-07-21,Tamil Nadu,35068510,84569784,5483862
2023-07-22,Karnataka,54586679,41393723,10848929
2023-07-23,Karnataka,62054108,64274462,10870790
2023-07-24,Tamil Nadu,53514671,51365761,9803987
2023-07-25,Karnataka,52867297,78629936,4486402
2023-07-26,Tamil Nadu,66669077,52633486,7219029
2023-07-27,Gujarat,58716370,45008865,10117140
2023-07-28,Tamil Nadu,49276485,72610982,5487157
2023-07-29,Karnataka,36593877,57962225,4013699
2023-07-30,Karnataka,44854236,65287284,11724061
2023-07-31,Delhi,68855671,87115465,4854087
2023-08-01,Karnataka,78086426,54886800,14726096
2023-08-02,Gujarat,36661345,72861892,9932771
2023-08-03,Delhi,59250368,49518821,5115886
2023-08-04,Maharashtra,69265732,79686301,6458779
2023-08-05,Delhi,79334360,71430247,11485252
2023-08-06,Delhi,50713843,42919853,7181678
2023-08-07,Tamil Nadu,40778209,50395263,11705894
2023-08-08,Delhi,38349816,75221986,11011934
2023-08-09,Gujarat,68964150,44843227,4872349
2023-08-10,Delhi,71622534,41241202,14869519
2023-08-11,Delhi,30112401,65438542,12747026
2023-08-12,Tamil Nadu,60680001,87887649,5468527
2023-08-13,Gujarat,30680433,88886159,1754636
2023-08-14,Tamil Nadu,66486525,72450712,13060803
2023-08-15,Delhi,63476344,74279494,3598511
2023-08-16,Maharashtra,67760114,47729826,6133723
2023-08-17,Delhi,74978600,42333660,4829518
2023-08-18,Karnataka,46676093,74961927,9345819
2023-08-19,Tamil Nadu,79355290,70854867,2321015
2023-08-20,Karnataka,63923171,54019952,9287966
2023-08-21,Tamil Nadu,41881309,74014944,8506253
2023-08-22,Karnataka,76859376,80866777,14210246
2023-08-23,Maharashtra,55652064,52183411,14655716
2023-08-24,Maharashtra,44107337,55914225,12863682
2023-08-25,Karnataka,63462738,87748605,3181617
2023-08-26,Tamil Nadu,63998123,59643084,11126550
2023-08-27,Tamil Nadu,71024669,60900077,3720785
2023-08-28,Delhi,63628931,60427024,5015855
2023-08-29,Tamil Nadu,79528843,46906783,3970656
2023-08-30,Tamil Nadu,48939828,52981285,8463165
2023-08-31,Karnataka,70276671,48719168,6535504
2023-09-01,Delhi,48161132,40118846,5884104
2023-09-02,Tamil Nadu,61122352,52311823,5435053
2023-09-03,Delhi,39623265,85998746,1083075
2023-09-04,Karnataka,75320618,54018290,7700842
2023-09-05,Gujarat,39571130,54683599,3588938
2023-09-06,Delhi,70962832,35021444,7329835
2023-09-07,Gujarat,41062354,52638268,13856604
2023-09-08,Tamil Nadu,56578714,41849013,2921490
2023-09-09,Tamil Nadu,38570111,72601647,10633256
2023-09-10,Gujarat,46733816,51337081,1742767
2023-09-11,Gujarat,77589737,70029228,10658833
2023-09-12,Maharashtra,78327380,35406806,7862020
2023-09-13,Karnataka,60184917,57334056,10629654
2023-09-14,Maharashtra,72099112,80729346,7958470
2023-09-15,Karnataka,57327666,60000926,13547644
2023-09-16,Delhi,37519395,37429754,7191623
2023-09-17,Karnataka,76041406,37431412,1935035
2023-09-18,Maharashtra,51760834,64538689,14182882
2023-09-19,Delhi,49769448,76563966,2299579
2023-09-20,Delhi,47525087,67864483,1695624
2023-09-21,Karnataka,43705474,80617378,13995320
2023-09-22,Maharashtra,36984469,61477842,11115308
2023-09-23,Delhi,54586661,59440965,4646209
2023-09-24,Maharashtra,42322874,36199865,5205534
2023-09-25,Karnataka,32356232,36472353,1563728
2023-09-26,Delhi,42679742,63573109,3168488
2023-09-27,Gujarat,52020658,48894989,3315152
2023-09-28,Karnataka,37489786,75941523,11188501
2023-09-29,Gujarat,45177308,50266662,12415804
2023-09-30,Tamil Nadu,60721609,77336347,10532164
2023-10-01,Tamil Nadu,33765451,84250496,9669273
2023-10-02,Tamil Nadu,55786361,62618382,6859052
2023-10-03,Tamil Nadu,38199740,62571948,13203102
2023-10-04,Karnataka,57192670,76074164,14091812
2023-10-05,Karnataka,40319052,70038018,4375561
2023-10-06,Maharashtra,71607899,73017226,3342354
2023-10-07,Gujarat,62270459,66698754,10968888
2023-10-08,Karnataka,76201834,83855826,2380379
2023-10-09,Gujarat,77551836,42873107,13318274
2023-10-10,Maharashtra,68139120,53706781,12039062
2023-10-11,Delhi,36839207,65965617,12991934
2023-10-12,Delhi,42732700,53942894,12099216
2023-10-13,Karnataka,74288968,78784028,6353095
2023-10-14,Tamil Nadu,55488183,60224404,11263371
2023-10-15,Gujarat,68580808,56935259,8862894
2023-10-16,Maharashtra,36626017,56977597,6937784
2023-10-17,Karnataka,62365823,69875576,8684015
2023-10-18,Delhi,35442737,58349159,10380967
2023-10-19,Delhi,57835476,42939635,2758428
2023-10-20,Karnataka,57637853,67356023,13167092
2023-10-21,Gujarat,75473156,84143249,4105732
2023-10-22,Gujarat,72874555,58713231,6711844
2023-10-23,Maharashtra,32529154,57023708,1288068
2023-10-24,Karnataka,75188558,66436993,11581873
2023-10-25,Delhi,45188451,53088700,14241005
2023-10-26,Maharashtra,34563268,83566174,9965621
2023-10-27,Tamil Nadu,33930715,53874657,8860141
2023-10-28,Karnataka,36988553,40805647,11187428
2023-10-29,Karnataka,64099574,80329822,9797660
2023-10-30,Karnataka,53998945,55744243,5630668
2023-10-31,Maharashtra,74978954,43432970,14840647
2023-11-01,Maharashtra,40695884,89603200,5051235
2023-11-02,Tamil Nadu,73142493,64667591,4984097
2023-11-03,Maharashtra,58604699,53233074,7568543
2023-11-04,Maharashtra,78974780,62960767,4614251
2023-11-05,Karnataka,45768178,58588374,13553582
2023-11-06,Tamil Nadu,44625509,74850423,11434035
2023-11-07,Tamil Nadu,44441555,35824538,14009061
2023-11-08,Tamil Nadu,31007448,85975332,14302958
2023-11-09,Gujarat,37503524,74409968,10588254
2023-11-10,Tamil Nadu,60342640,75672277,1512592
2023-11-11,Delhi,43654054,89592414,10696397
2023-11-12,Tamil Nadu,66330360,38374766,11973455
2023-11-13,Karnataka,51338596,73336160,4036669
2023-11-14,Gujarat,32026343,35965784,9193820
2023-11-15,Karnataka,78273268,87517391,12408840
2023-11-16,Maharashtra,33695487,41383430,6033364
2023-11-17,Delhi,52890224,67881362,4478572
2023-11-18,Delhi,74231467,48451245,12397878
2023-11-19,Tamil Nadu,65381896,70042351,5516719
2023-11-20,Karnataka,35353258,58488881,3762132
2023-11-21,Maharashtra,67166896,56330407,10996494
2023-11-22,Karnataka,54483438,81378551,10537211
2023-11-23,Delhi,43019209,56403410,10705507
2023-11-24,Gujarat,71902908,77578162,4264510
2023-11-25,Maharashtra,54178514,82302073,12681926
2023-11-26,Tamil Nadu,61933962,73892962,12454828
2023-11-27,Tamil Nadu,64620165,43189333,1190197
2023-11-28,Karnataka,32607952,74106730,11587401
2023-11-29,Karnataka,32035518,70798859,1514282
2023-11-30,Gujarat,48914665,81409668,11309648
2023-12-01,Maharashtra,38764536,88507757,8199676
2023-12-02,Maharashtra,37962643,80804108,10155830
2023-12-03,Tamil Nadu,66033478,75306374,9974194
2023-12-04,Delhi,36161822,86038835,5290241
2023-12-05,Maharashtra,54753285,50085715,14423226
2023-12-06,Karnataka,60525076,67979406,11631933
2023-12-07,Gujarat,65228348,79734569,3789061
2023-12-08,Tamil Nadu,46821150,81679193,11485426
2023-12-09,Karnataka,38469367,51135382,4722643
2023-12-10,Maharashtra,66106592,56872389,7940489
2023-12-11,Maharashtra,65029915,86339316,13314624
2023-12-12,Gujarat,63226609,51977293,9556462
2023-12-13,Tamil Nadu,40959424,35211336,2677580
2023-12-14,Delhi,71188137,53583147,9347998
2023-12-15,Tamil Nadu,60604624,81445172,2770459
2023-12-16,Gujarat,38782153,46957067,2180692
2023-12-17,Gujarat,77273512,57956949,6876065
2023-12-18,Karnataka,79046422,49321108,12392211
2023-12-19,Delhi,68850528,59235793,9955681
2023-12-20,Delhi,62300108,59929955,11287115
2023-12-21,Maharashtra,61139427,80046997,9166905
2023-12-22,Gujarat,40036069,85133208,8874347
2023-12-23,Maharashtra,53409367,66989341,14111948
2023-12-24,Gujarat,79694331,64701789,3162997
2023-12-25,Gujarat,48433332,63933053,3475847
2023-12-26,Maharashtra,79706015,71646262,8908619
2023-12-27,Maharashtra,38973460,70232631,12586970
2023-12-28,Delhi,63488238,71616297,2248870
2023-12-29,Karnataka,71558696,65816244,3734949
2023-12-30,Tamil Nadu,73631682,41199416,12847546
2023-12-31,Tamil Nadu,65494038,47165378,9243516
2024-01-01,Gujarat,65201952,41666256,10827640
2024-01-02,Maharashtra,69894919,60127411,3058779
2024-01-03,Tamil Nadu,31131418,54793105,11970914
2024-01-04,Maharashtra,67093170,36869590,13025005
2024-01-05,Gujarat,69054530,66764172,14654271
2024-01-06,Tamil Nadu,65278443,82337912,1756127
2024-01-07,Karnataka,51956090,40018274,8121672
2024-01-08,Karnataka,79715449,76403113,4871836
2024-01-09,Tamil Nadu,61672298,85595388,11860087
2024-01-10,Gujarat,37056202,63504698,10459634
2024-01-11,Karnataka,50377684,75417027,6041230
2024-01-12,Delhi,44717234,50050415,14081403
2024-01-13,Maharashtra,39359668,59308514,9287700
2024-01-14,Maharashtra,75898309,84062430,12466391
2024-01-15,Gujarat,76668974,39541422,5035530
2024-01-16,Tamil Nadu,32536062,38397521,4906158
2024-01-17,Delhi,30030846,49815337,14152740
2024-01-18,Delhi,46520079,67301798,2061191
2024-01-19,Delhi,65164146,63293936,3115492
2024-01-20,Delhi,56626392,52391381,10359652
2024-01-21,Delhi,36872811,52139093,1941395
2024-01-22,Maharashtra,35408377,38367974,1947639
2024-01-23,Karnataka,41959857,63282788,9333949
2024-01-24,Karnataka,73780973,83866293,5811354
2024-01-25,Delhi,63365440,37968896,6175803
2024-01-26,Gujarat,74745193,50073878,10127154
2024-01-27,Karnataka,72273643,51099642,2809986
2024-01-28,Gujarat,74723533,73420722,12438711
2024-01-29,Delhi,49490718,64537039,5235917
2024-01-30,Maharashtra,32165532,47645350,2705009
2024-01-31,Karnataka,66630042,53996101,4841809
2024-02-01,Maharashtra,54586662,49471388,11311743
2024-02-02,Maharashtra,56118523,59239343,7642214
2024-02-03,Gujarat,65018586,69229953,7104120
2024-02-04,Gujarat,62146667,86982829,2271953
2024-02-05,Gujarat,68336240,43629409,14728245
2024-02-06,Karnataka,35260239,40413734,9422041
2024-02-07,Maharashtra,62437536,69421350,14374397
2024-02-08,Maharashtra,49749126,52537028,3539699
2024-02-09,Maharashtra,66297308,72980236,1674544
2024-02-10,Delhi,64355653,74135993,10420380
2024-02-11,Delhi,52610890,87503110,8845272
2024-02-12,Delhi,58809607,51958741,10523117
2024-02-13,Delhi,41486588,60255093,9111067
2024-02-14,Delhi,39223811,89842755,12673317
2024-02-15,Delhi,40180084,49441103,12140836
2024-02-16,Delhi,33187886,56103878,7730583
2024-02-17,Karnataka,38334746,74875856,13340304
2024-02-18,Karnataka,67860096,45672655,1093552
2024-02-19,Delhi,43733938,52476873,13185289
2024-02-20,Karnataka,74536416,73423655,7383889
2024-02-21,Gujarat,62504360,43678636,2646298
2024-02-22,Karnataka,49165140,45437916,3902558
2024-02-23,Karnataka,74645521,48377686,3935673
2024-02-24,Karnataka,48620730,49333160,14986160
2024-02-25,Karnataka,58941559,39539711,3122642
2024-02-26,Tamil Nadu,32256695,69197987,13526505
2024-02-27,Maharashtra,47663856,51616748,2338139
2024-02-28,Delhi,38074157,41008065,7713041
2024-02-29,Delhi,48894767,56860257,13579162
2024-03-01,Tamil Nadu,77830383,63637879,4372291
2024-03-02,Delhi,39134211,64264030,2254040
2024-03-03,Maharashtra,74933595,36957249,13902451
2024-03-04,Karnataka,78181375,43660128,14226653
2024-03-05,Delhi,49934824,81639324,12517434
2024-03-06,Karnataka,77644167,60151725,14467287
2024-03-07,Delhi,35592600,53727399,1814379
2024-03-08,Delhi,78853510,51019758,8997563
2024-03-09,Maharashtra,59816033,81623028,3567648
2024-03-10,Karnataka,79521217,57269793,8183799
2024-03-11,Gujarat,62499130,84881580,13396656
2024-03-12,Karnataka,31555253,35986056,9030416
2024-03-13,Tamil Nadu,70841016,73633954,2047501
2024-03-14,Karnataka,56741776,83292585,12720702
2024-03-15,Maharashtra,45435724,44438407,8857767
2024-03-16,Karnataka,59119261,58819262,2892597
2024-03-17,Gujarat,35166707,87395049,5828696
2024-03-18,Karnataka,43903603,44390508,8010428
2024-03-19,Maharashtra,35398454,88601012,3627632
2024-03-20,Gujarat,55645280,84097604,1208611
2024-03-21,Delhi,78070421,51026919,13446874
2024-03-22,Karnataka,76641718,36394250,3006382
2024-03-23,Karnataka,58467593,57500431,9725598
2024-03-24,Gujarat,65334864,61337471,10171050
2024-03-25,Delhi,54641348,78702564,12874832
2024-03-26,Maharashtra,31405390,85986853,14901100
2024-03-27,Maharashtra,51582583,64950928,12872738
2024-03-28,Tamil Nadu,61081626,85628982,5010619
2024-03-29,Karnataka,36972826,42803833,3420479
2024-03-30,Gujarat,35694706,74333397,2826585
2024-03-31,Karnataka,65466974,70248615,2068057
2024-04-01,Tamil Nadu,36302810,88797149,3921459
2024-04-02,Gujarat,45473347,64030120,3067394
2024-04-03,Maharashtra,50039274,41664318,3888069
2024-04-04,Delhi,65244169,41717001,4806980
2024-04-05,Delhi,44581747,35706279,14416921
2024-04-06,Karnataka,72910308,68071064,1996292
2024-04-07,Maharashtra,51979476,64210496,4038889
2024-04-08,Maharashtra,48515753,73967188,13438317
2024-04-09,Delhi,42995091,72640054,8169863
2024-04-10,Tamil Nadu,70371151,47548037,2241836
2024-04-11,Gujarat,55921211,74820254,4273897
2024-04-12,Delhi,35848926,35759677,9741111
2024-04-13,Gujarat,70152874,42829143,14193980
2024-04-14,Gujarat,71615409,55610854,12894952
2024-04-15,Karnataka,47415776,78382249,4638735
2024-04-16,Karnataka,79683234,89251539,14392350
2024-04-17,Tamil Nadu,43885076,71209296,8210488
2024-04-18,Karnataka,45887695,84286870,7566461
2024-04-19,Gujarat,52613010,62281336,11921696
2024-04-20,Maharashtra,73068599,36254739,13182812
2024-04-21,Maharashtra,31517372,65025973,8650905
2024-04-22,Gujarat,37104710,62800838,9308565
2024-04-23,Gujarat,48439584,52503994,8622508
2024-04-24,Delhi,79577039,76656064,12108676
2024-04-25,Gujarat,66906215,68476278,14123063
2024-04-26,Tamil Nadu,43015306,89510459,6363167
2024-04-27,Tamil Nadu,32032240,75724033,14973289
2024-04-28,Karnataka,78747020,44311694,13216957
2024-04-29,Maharashtra,62816785,40374479,10993426
2024-04-30,Delhi,74655210,78317507,11262755
2024-05-01,Maharashtra,53404888,62956821,5567430
2024-05-02,Maharashtra,63588301,35091705,7701304
2024-05-03,Tamil Nadu,46052792,64771847,1482011
2024-05-04,Maharashtra,64245030,79288834,12564598
2024-05-05,Gujarat,52948022,63383306,3971833
2024-05-06,Maharashtra,50458483,83078069,10886022
2024-05-07,Tamil Nadu,50880209,72027701,14210458
2024-05-08,Gujarat,52782128,83827067,6572353
2024-05-09,Karnataka,37074986,58550175,2558552
2024-05-10,Karnataka,39447193,73781080,10723927
2024-05-11,Maharashtra,76550238,59581508,1469199
2024-05-12,Delhi,73994007,38203529,8823172
2024-05-13,Tamil Nadu,64693963,79308726,13870952
2024-05-14,Karnataka,67602881,37318766,5471698
2024-05-15,Karnataka,74689182,44693989,14435463
2024-05-16,Tamil Nadu,45452056,87584059,7361156
2024-05-17,Gujarat,78519450,72056995,1065848
2024-05-18,Gujarat,79320216,42390344,4180304
2024-05-19,Maharashtra,60980369,48731241,1609442
2024-05-20,Maharashtra,40028863,56506846,7340318
2024-05-21,Tamil Nadu,38783212,69936199,14473577
2024-05-22,Gujarat,54421990,63555479,3381132
2024-05-23,Maharashtra,56732853,36957445,6679961
2024-05-24,Tamil Nadu,65792672,88071654,13715175
2024-05-25,Delhi,37330236,77678288,4757378
2024-05-26,Maharashtra,30512726,73036787,10049144
2024-05-27,Maharashtra,59633492,52276791,4025192
2024-05-28,Gujarat,66120006,81401012,1284839
2024-05-29,Tamil Nadu,64684953,61018976,13928050
2024-05-30,Gujarat,54189584,51627670,2489033
2024-05-31,Tamil Nadu,40416012,53758468,8723399
2024-06-01,Karnataka,36731877,68839038,6705601
2024-06-02,Delhi,34119217,89551098,14162675
2024-06-03,Delhi,49429120,57955057,13609850
2024-06-04,Maharashtra,55213035,51520977,10858014
2024-06-05,Delhi,35885647,65511905,6332075
2024-06-06,Tamil Nadu,73169594,45767164,10736388
2024-06-07,Tamil Nadu,33420921,50665198,3649236
2024-06-08,Maharashtra,62405340,86714279,1086795
2024-06-09,Tamil Nadu,37375823,80196337,2727988
2024-06-10,Gujarat,49961566,36348398,9970387
2024-06-11,Tamil Nadu,46132472,67321305,10558030
2024-06-12,Gujarat,33657657,66680435,6112477
2024-06-13,Gujarat,78785097,79747201,2580815
2024-06-14,Tamil Nadu,64923158,76730741,10433552
2024-06-15,Gujarat,40441494,53914047,13520876
2024-06-16,Gujarat,37363249,83576063,5749208
2024-06-17,Karnataka,62649209,36603634,6435044
2024-06-18,Karnataka,64134070,55395085,7372297
2024-06-19,Karnataka,41091245,41309058,2448136
2024-06-20,Tamil Nadu,70733982,71289847,4124756
