State,Year,Literacy_Rate,Employment_Rate,Unemployment_Rate,Average_Income,PM2_5_Level,Green_Cover_Percentage,Total_Crime_Cases,Health_Spending_Crore,Education_Spending_Crore
Gujarat,2012,87.3228520773315,94.09508353588062,5.62,15753,61.19215165276403,16.71,159337,56427,76529
Gujarat,2013,87.11947665533253,83.6047543677865,16.56,16730,71.28578535958293,17.21,154835,30159,62605
Gujarat,2014,87.03802384290292,83.44141315166416,15.8,17823,57.06447671485051,12.66,272402,55445,20713
Gujarat,2015,88.03160245571527,89.09528958376089,11.28,20389,81.92064631165474,11.65,208141,33793,71570
Gujarat,2016,86.92909466662908,80.19190279755738,19.6,19253,75.19432730234341,17.62,170309,16970,87474
Gujarat,2017,91.49066682597774,80.38496533047983,19.05,18352,60.45517133476976,12.68,150404,50943,62926
Gujarat,2018,93.12866008057894,91.9649935710021,7.81,24270,74.26272555568298,25.38,160916,14809,47201
Gujarat,2019,91.20458349177247,84.2485746084313,16.38,20463,75.6885075015737,15.03,203932,27100,72091
Gujarat,2020,91.71409707092452,89.81233245649189,9.92,23998,62.304964415459594,23.43,339089,71877,58125
Gujarat,2021,96.62811500470032,84.79922680910481,15.38,26458,69.36677298594287,29.36,275917,34285,52626
Gujarat,2022,94.06794388604081,81.64452186214227,17.99,20913,75.86467809907505,24.08,203682,69494,80215
Gujarat,2023,92.16250117245055,85.63896092496182,14.74,26540,78.77581694752118,17.84,304458,71886,68413
Gujarat,2024,95.54824088480993,94.0027538693951,6.34,24592,92.2513788942412,25.93,395897,65479,34963
Uttar Pradesh,2010,62.12392006404062,84.06430441664821,16.86,8550,97.5567160687639,16.83,287326,27144,39214
Uttar Pradesh,2011,62.27850656244854,82.19221802725039,17.72,9147,83.22620042726018,16.91,364879,43434,84724
Uttar Pradesh,2012,64.15429613943162,89.36432740237896,10.97,9863,92.4813148467369,26.44,368577,46668,38061
Uttar Pradesh,2013,64.10423421320627,81.85903376976947,18.19,11017,86.86745170977058,20.07,262428,33624,38321
Uttar Pradesh,2014,66.14391787814482,90.06793589093151,10.58,10779,74.82495671984677,27.47,300334,62796,19432
Uttar Pradesh,2015,65.38914803952483,91.73058380619564,7.91,13669,92.25910332296256,17.41,261317,18717,43699
Uttar Pradesh,2016,66.7462536686549,87.31250265643864,13.06,14689,84.44183625364575,10.73,392999,15126,20122
Uttar Pradesh,2017,69.35752363522856,87.58265135194166,12.32,14657,95.94621082837969,20.65,316926,56271,88688
Uttar Pradesh,2018,69.3703951663305,82.69790591144576,17.27,15708,86.73760893105245,26.81,287301,66793,62915
Uttar Pradesh,2019,67.10759540298947,85.18587624222418,14.86,16036,104.18822894239182,19.59,287443,36069,27910
Uttar Pradesh,2020,70.886821705312,86.59612019821334,13.53,14443,76.98164514619675,15.68,344053,64553,63447
Uttar Pradesh,2021,72.57810356497016,85.28188547843902,14.66,21646,80.52111064915901,12.04,266421,11605,86158
Uttar Pradesh,2022,71.19839581713916,92.86735659158526,7.24,15288,96.55702788845079,26.12,366727,37446,28046
Uttar Pradesh,2023,68.51937318820711,81.05905902878109,19.73,21392,101.73745392647463,10.11,281189,23234,68441
Uttar Pradesh,2024,73.97159335005554,89.0627248428076,11.43,18294,93.46151722757924,25.39,287541,40105,57101
Rajasthan,2010,77.92370334890455,91.04457729624845,9.39,10394,96.3265247566031,28.64,255292,57362,35128
Rajasthan,2011,78.93786860626965,86.58223023698807,13.19,11278,86.08859594262663,20.98,189809,15287,49387
Rajasthan,2012,79.56023674417987,89.77537958588583,9.78,12458,94.98005274548379,18.24,374861,52078,27219
Rajasthan,2013,81.00846128071552,82.33765027911888,18.14,13428,124.19532676100812,28.77,234555,15415,51159
Rajasthan,2014,81.2964391431068,93.06802339626489,7.37,12785,93.9307305492576,13.27,236740,25524,34282
Rajasthan,2015,82.74128997524414,88.58633533787548,12.15,14149,109.50759151728136,27.54,365128,53303,74207
Rajasthan,2016,82.49565443690823,85.34800968701539,14.35,15337,115.57032682989733,20.05,300168,77728,49016
Rajasthan,2017,83.99367278800999,87.86522567231982,12.02,14220,92.28236583591456,14.58,161302,77506,56157
Rajasthan,2018,87.28548747581914,88.60025791873728,10.58,16269,103.89820387927041,22.4,209379,35053,24446
Rajasthan,2019,86.2474388930249,94.77376444696957,5.03,19634,98.88042909934164,24.14,182154,12336,82779
Rajasthan,2020,87.09144063433371,91.93828525528973,8.56,21531,107.83919329090128,12.21,221907,74435,55631
Rajasthan,2021,87.72673692874267,87.86675231038589,11.9,19639,97.10945916424309,18.18,284828,30609,31478
Rajasthan,2022,88.89051077935186,88.80023989760042,11.52,22409,115.01565791546646,29.18,390487,22999,70318
Rajasthan,2023,87.83158402602209,94.11474844700109,5.79,18289,107.1606906252529,21.72,275885,27368,30328
Rajasthan,2024,85.14984397587632,93.24202851411079,6.92,26528,113.5497418924926,28.45,254263,10126,67329
Kerala,2010,78.95432155310408,80.98615430509217,18.44,12493,58.445934190573176,28.21,184560,32116,51244
Kerala,2011,79.63569165912513,82.83260472481696,17.21,13579,39.8452102415296,14.55,344446,78244,26694
Kerala,2012,80.65318200937755,83.53443201454964,14.97,14617,44.129660863227635,10.09,163224,50738,40150
Kerala,2013,82.26914153571683,92.85655192091902,7.05,15931,40.712233739303954,28.37,287855,51914,85507
Kerala,2014,83.85063578836804,82.90476337814243,16.28,16110,31.470131222337944,13.31,169956,56240,52148
Kerala,2015,83.96441650629949,90.08299725827341,10.52,15039,43.16510355889578,29.22,330912,62853,39917
Kerala,2016,83.49110747231762,95.33870367638225,5.05,17602,58.49728250507236,21.91,323021,12482,39442
Kerala,2017,86.82037658974428,85.47333549098303,14.76,18287,43.93901605663624,26.73,370178,28449,48536
Kerala,2018,88.9208415570902,87.56050311357968,13.2,19429,70.36973081559091,18.82,176737,21485,53565
Kerala,2019,88.88275482281577,81.06554173958759,18.46,19099,59.72295453356392,15.45,281026,62603,41399
Kerala,2020,88.4096186204221,90.75368159895777,10.12,17682,53.85618400902951,14.44,393671,40678,78230
Kerala,2021,85.30667081055228,82.0260957821302,18.44,24152,56.35865014386019,14.76,214929,44911,46821
Kerala,2022,90.54057919244138,91.98172235639052,7.9,26579,40.29061493566658,28.89,277157,76358,32327
Kerala,2023,87.21487637704136,90.06781007359147,10.5,25689,53.47546325282322,24.08,323952,33236,30358
Kerala,2024,90.33659067563498,88.29685324379417,11.15,22120,65.50615550427543,22.48,359829,11279,78197
West Bengal,2010,69.00077200800811,91.28774291923617,8.3,18332,71.77579046926101,19.42,318671,61920,43529
West Bengal,2011,68.96785088185531,83.72570513838015,15.97,19211,71.29808642415914,22.67,210774,33752,70029
West Bengal,2012,70.86548837135699,86.06551114596799,13.67,19518,70.86931599696972,23.66,206133,71268,53243
West Bengal,2013,71.18473977289536,80.48172117861988,18.99,20683,75.07851573260496,19.95,359483,11622,63756
West Bengal,2014,70.80973827509763,82.66154153354766,17.95,22852,66.18995100203895,22.01,197924,69052,26664
West Bengal,2015,73.32428920221031,85.62057279981508,14.25,22649,71.72075254976843,10.94,251371,48709,76120
West Bengal,2016,73.2549522521757,89.22625248417843,10.95,22363,52.68023799725266,17.11,372320,34762,26046
West Bengal,2017,75.75733576491149,93.95482431679315,5.76,23776,58.633042256718205,29.08,375685,31792,74129
West Bengal,2018,72.6420584689824,83.01969834972574,16.07,25665,65.63233312302268,21.94,216017,57304,47921
West Bengal,2019,76.78230133411007,85.30502867919571,14.83,25047,59.94211444189897,18.26,281132,65337,28350
West Bengal,2020,75.19831574332282,80.21387251229011,18.83,23349,63.259556447374614,26.15,156960,45772,36520
West Bengal,2021,81.5851085478403,86.65568297695727,13.31,25258,62.631450579560685,20.84,240327,10338,86431
West Bengal,2022,80.37299141666354,90.7058424805836,8.61,30415,69.64495675445087,28.07,227454,37935,52641
West Bengal,2023,80.9273440973646,95.9836379996154,5.01,29890,67.11266105702104,19.46,363382,54813,52198
West Bengal,2024,82.50755084345889,84.91568136108735,15.54,34391,79.19740861768878,26.89,187265,27850,81150
Madhya Pradesh,2010,61.25414021692193,81.20287689563574,18.85,15155,66.84218765727432,16.8,301734,33510,55998
Madhya Pradesh,2011,61.58952592569611,88.72185333882734,11.91,16208,75.03649080389614,27.72,229273,62393,81081
Madhya Pradesh,2012,62.15976622195352,92.69684201126714,6.88,16895,53.51969402473942,28.78,219346,49974,31371
Madhya Pradesh,2013,62.09625391109895,81.60173968933505,18.67,16734,87.89651479342221,15.43,291688,60072,39574
Madhya Pradesh,2014,63.88127084983829,91.15990521685936,8.94,17823,62.76167465688765,12.21,183933,34951,47413
Madhya Pradesh,2015,66.77119067891388,90.86201004066685,9.27,19717,67.1164311807019,10.9,285566,53001,82364
Madhya Pradesh,2016,67.04358342395412,81.97617675005338,18.66,19909,64.4574098603842,27.58,278301,39757,49636
Madhya Pradesh,2017,70.13348192561669,91.51624605138991,8.85,18973,74.94453812472153,14.61,214754,44157,55042
Madhya Pradesh,2018,65.71018190719269,83.45436183141251,16.69,20199,64.44016694922328,25.59,268533,60948,88781
Madhya Pradesh,2019,71.64234236287595,92.43255628188585,6.74,25500,80.20822432221628,23.92,262855,34578,43831
Madhya Pradesh,2020,69.63629541593654,88.85997685236028,10.66,25390,55.60573212551,10.7,252979,44701,32674
Madhya Pradesh,2021,72.47081713353349,83.91864553320214,16.02,21652,70.22209889305543,23.1,214772,68762,65106
Madhya Pradesh,2022,68.40959559400962,83.83668618713833,16.21,21197,67.71623766950187,23.91,220831,51873,24903
Madhya Pradesh,2023,72.87717184271496,80.57489813766304,18.86,29401,33.93344016244011,21.85,300201,11591,26303
Madhya Pradesh,2024,75.20129205171358,89.69583833778921,11.51,24772,57.40397706620322,27.57,157314,29623,82675
Maharashtra,2010,69.08407092705377,83.0981970276268,17.66,19408,118.21626295616412,10.41,150769,69735,77955
Maharashtra,2011,71.79909964283412,80.31105916019625,19.99,20603,106.03729313495437,22.35,235305,38693,86932
Maharashtra,2012,70.6878762006713,84.40601843064188,15.63,21265,95.1920033057179,17.33,215725,45773,82435
Maharashtra,2013,72.03227565159851,88.78389551504942,11.11,21006,92.44408409169674,22.15,377348,20627,23792
Maharashtra,2014,74.84105497628393,91.65404076998888,7.87,22261,106.72010744072767,18.8,274358,58555,32159
Maharashtra,2015,72.98304644407956,93.67874025925943,6.36,22814,99.91213126341647,23.25,169457,76557,67995
Maharashtra,2016,74.1707517883182,94.66887627007138,5.46,25664,106.20448474477138,11.77,241387,11016,70591
Maharashtra,2017,77.60418311529656,90.58911971225918,8.79,25553,106.18054443397304,21.74,344776,49099,23571
Maharashtra,2018,75.42203126290573,84.60708820862244,15.56,24334,94.29096774682289,17.9,283767,58190,20258
Maharashtra,2019,75.4162634746006,90.59237047558763,9.33,28886,94.90743179672313,22.12,284633,36854,79505
Maharashtra,2020,75.55918053808333,91.99609622106131,7.05,28771,93.57366463143968,16.22,360647,73335,25965
Maharashtra,2021,81.42440714183573,86.64980749461024,12.92,25829,95.32247393167783,24.26,334064,16910,15206
Maharashtra,2022,78.54090055828885,80.17319723328917,19.62,26314,97.35923483063726,16.29,260687,28141,86910
Maharashtra,2023,79.59831277129452,92.2738438286701,8.67,27990,99.4889967364134,11.54,225450,32299,58585
Maharashtra,2024,82.39490768873753,84.70827656226689,15.57,27442,85.77779690681642,18.33,324013,31834,33047
Tamil Nadu,2010,79.96338597533637,82.75225921545005,16.58,18753,71.10821619281533,26.36,205016,19474,73053
Tamil Nadu,2011,81.38819372372836,86.50301814470882,13.74,19408,70.90141805836454,28.86,243557,71087,83840
Tamil Nadu,2012,82.22765260428525,80.19634800553082,19.03,20108,65.0368509795176,14.94,215318,33664,82172
Tamil Nadu,2013,82.32420344314592,81.09134552694353,19.45,21533,67.64328952845112,15.57,157392,65680,61717
Tamil Nadu,2014,83.32876504052763,87.10443767409106,12.66,23512,72.09140314127319,14.84,220467,62662,27688
Tamil Nadu,2015,84.65915544293325,85.47318190563041,14.48,23466,74.56901983508276,11.81,306256,52107,66663
Tamil Nadu,2016,83.26317027036013,89.52289832377109,11.14,24598,97.33344254246238,10.33,184754,21411,17911
Tamil Nadu,2017,83.8015888396986,93.46641821570788,5.89,24201,82.98266360165663,23.51,354728,49384,62254
Tamil Nadu,2018,86.28673169146347,89.7414409074435,9.56,24032,70.11321110371273,13.5,371807,26371,17049
Tamil Nadu,2019,90.91865965707865,94.188200336827,5.52,26770,70.25624637258682,15.58,323714,25151,66407
Tamil Nadu,2020,91.40912624580835,93.82918942550965,6.69,29212,71.33156724211045,22.84,293946,42711,20539
Tamil Nadu,2021,93.35672487162105,88.34032696226157,10.9,24323,73.9377088540317,10.1,328047,31357,17869
Tamil Nadu,2022,90.26540584227739,93.50392220094471,5.08,26230,66.1521617646904,10.36,241412,13987,73871
Tamil Nadu,2023,92.08790658783539,92.5144205707955,7.26,31237,64.62502521773838,17.35,169830,27429,21893
Tamil Nadu,2024,93.8970462831671,94.95587039995547,5.32,30523,71.0265098007231,28.12,180746,59377,63404
Bihar,2010,73.18051684776268,91.44013087486942,9.16,14922,83.43688388115378,13.54,274123,28589,58484
Bihar,2011,73.55104885173431,93.0184193189573,6.75,15946,86.32299901431072,29.06,153420,10301,60236
Bihar,2012,74.25675795057509,94.494286696442,5.3,16028,76.46920035320183,15.37,366386,36641,49584
Bihar,2013,74.41028038163826,93.23695036712787,7.34,18375,84.73519511804562,11.41,392289,14014,26093
Bihar,2014,75.38389661196447,82.87512915015229,16.19,17749,96.84038452122458,12.73,359141,64748,20801
Bihar,2015,78.4443743098521,91.95573961240851,7.85,20457,83.41287920567981,28.26,368617,12368,21655
Bihar,2016,78.17229315296731,80.85521194496253,19.24,21646,80.99639434863259,18.77,274862,62921,64726
Bihar,2017,81.6516217641361,92.80460936064252,7.42,22638,82.67158105490026,15.01,220313,63006,30338
Bihar,2018,77.03557528910686,87.57509665340456,12.17,23234,89.81067959490926,11.71,347484,68335,71179
Bihar,2019,79.10019128335549,90.50722050585291,9.51,20294,70.11705458938525,12.65,383841,27019,88847
Bihar,2020,79.5304431234556,85.3358363232935,13.42,20472,90.03404602159759,18.18,216617,26896,61175
Bihar,2021,81.40578031721859,90.39087579383308,9.28,25506,95.96563460383445,15.6,284415,23500,68222
Bihar,2022,84.2515838570924,86.76675435627725,13.46,27055,86.84249477301263,13.17,353861,71389,24435
Bihar,2023,79.40619870685067,80.11885298287265,19.39,29207,75.91457859597382,24.07,376507,53919,50247
Bihar,2024,87.23698174906588,85.2194921107948,14.81,26476,82.50737674077786,28.98,247379,78385,55158
Karnataka,2010,59.58264846636661,90.48343625040135,9.74,19201,84.5472373737721,28.88,312049,59115,75890
Karnataka,2011,61.69680005328485,89.98872539957111,9.84,20102,87.99004935689287,26.41,253691,48304,84449
Karnataka,2012,61.403649580169045,84.19523188549829,15.89,20501,81.44994979756859,17.55,247532,37350,40351
Karnataka,2013,62.10504158214486,89.73863371735769,9.78,21416,84.13340124479313,23.86,188513,36092,26338
Karnataka,2014,63.40386889335918,90.92669436015198,8.97,23450,70.20872892512152,15.64,194425,48756,33888
Karnataka,2015,64.8562425474747,88.94510808479461,11.36,24262,78.27941884055231,21.61,369798,17357,47479
Karnataka,2016,67.87612579833487,86.50848648048422,13.57,25354,85.4355852228308,25.09,302424,65069,29397
Karnataka,2017,67.15062960727393,85.54673436521803,14.16,24159,83.52674179211651,23.54,313379,64098,75921
Karnataka,2018,67.69145187170686,86.8421082021454,13.27,24843,82.03699695023543,16.57,292202,70566,81703
Karnataka,2019,69.55889396981911,81.72730489531831,18.63,26816,86.94063566982523,18.83,188102,16801,87267
Karnataka,2020,70.43438712803751,91.52502936071126,7.45,30269,80.05294249930593,26.77,171677,56732,65343
Karnataka,2021,65.94080728040585,92.90953703247794,7.67,30139,96.3185728382849,28.94,318152,11324,50909
Karnataka,2022,72.48089594990974,87.06187263065947,12.77,28376,80.12782789099538,24.1,175289,65129,30485
Karnataka,2023,71.75304013919235,80.38274496662012,19.83,29966,89.53165025598285,24.92,389564,71629,81040
Karnataka,2024,71.67346661194216,84.88862346182262,15.71,34713,76.10679156762696,14.47,264821,77641,51395
Gujarat,2010,84.39992296176003,93.18416315138477,6.13,14672,85.19954377380472,11.51,221726,27640,67528
Gujarat,2011,85.32816312491153,86.46527949878622,13.18,15611,64.4380473426948,21.69,300159,51430,39504
Gujarat,2012,86.29100870662172,94.23572565206214,5.62,15753,66.4484730530169,16.71,159337,56427,76529
Gujarat,2013,86.34655982298007,83.04812323943779,16.56,16730,67.34152982988874,17.21,154835,30159,62605
Gujarat,2014,86.42676055404924,85.0674682879184,15.8,17823,57.20183472678289,12.66,272402,55445,20713
Gujarat,2015,88.59368275340809,88.2916139530866,11.28,20389,78.47860215383788,11.65,208141,33793,71570
Gujarat,2016,88.09679231311662,80.12222661025658,19.6,19253,72.52319587293161,17.62,170309,16970,87474
Gujarat,2017,90.33841052465982,81.05219451580149,19.05,18352,62.6904925518373,12.68,150404,50943,62926
Gujarat,2018,94.03634428447977,91.58892523696196,7.81,24270,71.02706272666055,25.38,160916,14809,47201
Gujarat,2019,91.19443819947871,83.42215964412188,16.38,20463,75.02621148955072,15.03,203932,27100,72091
Gujarat,2020,91.03931635282578,90.23872663062508,9.92,23998,61.099425311317006,23.43,339089,71877,58125
Gujarat,2021,95.97639416042608,84.45356979780875,15.38,26458,74.70712183852547,29.36,275917,34285,52626
Gujarat,2022,92.62787986986353,81.96330657055003,17.99,20913,76.35100202422382,24.08,203682,69494,80215
Gujarat,2023,91.52202269818052,84.99533394377582,14.74,26540,86.9279070116013,17.84,304458,71886,68413
Gujarat,2024,96.23842194854622,92.9027648454096,6.34,24592,94.02557793116421,25.93,395897,65479,34963
Uttar Pradesh,2010,61.51933622144089,83.30079660566962,16.86,8550,94.01807870939966,16.83,287326,27144,39214
Uttar Pradesh,2011,62.283495358612434,83.15746653582362,17.72,9147,84.99740593029885,16.91,364879,43434,84724
Uttar Pradesh,2012,64.27796960885205,89.03920081539172,10.97,9863,94.64244920659876,26.44,368577,46668,38061
Uttar Pradesh,2013,62.55872707155673,81.92263205862378,18.19,11017,92.27635309754768,20.07,262428,33624,38321
Uttar Pradesh,2014,65.62547366132685,89.76636137755843,10.58,10779,81.52244779489727,27.47,300334,62796,19432
Uttar Pradesh,2015,65.51713233981091,91.45533475172665,7.91,13669,86.36076577609337,17.41,261317,18717,43699
Uttar Pradesh,2016,65.58285528841537,87.7912573290648,13.06,14689,86.8024546827177,10.73,392999,15126,20122
Uttar Pradesh,2017,69.68677896608332,87.7811643982114,12.32,14657,94.60675780817816,20.65,316926,56271,88688
Uttar Pradesh,2018,69.1117090976883,83.54592844954456,17.27,15708,82.1466341244487,26.81,287301,66793,62915
Uttar Pradesh,2019,67.86321499121676,84.77348350223801,14.86,16036,104.64192693173166,19.59,287443,36069,27910
Uttar Pradesh,2020,71.85217925885127,87.37903096127891,13.53,14443,79.71539020724879,15.68,344053,64553,63447
Uttar Pradesh,2021,70.74243409204725,85.72757774701739,14.66,21646,75.9391136616901,12.04,266421,11605,86158
Uttar Pradesh,2022,72.33236967722858,93.03652004292618,7.24,15288,104.55163172382545,26.12,366727,37446,28046
Uttar Pradesh,2023,68.26270421160098,80.38701222717657,19.73,21392,99.73081622635584,10.11,281189,23234,68441
Uttar Pradesh,2024,73.70487378149281,88.44573569096276,11.43,18294,97.40485035854121,25.39,287541,40105,57101
Rajasthan,2010,77.87028459861547,91.21026582923693,9.39,10394,102.29841025094332,28.64,255292,57362,35128
Rajasthan,2011,79.10431867471436,86.88017993492403,13.19,11278,89.8263978485541,20.98,189809,15287,49387
Rajasthan,2012,78.6220890905108,89.23646514820642,9.78,12458,94.2821358723618,18.24,374861,52078,27219
Rajasthan,2013,81.33083992492398,81.3014067691465,18.14,13428,128.23200833793223,28.77,234555,15415,51159
Rajasthan,2014,81.59440825016529,92.53707712390363,7.37,12785,95.02521599474109,13.27,236740,25524,34282
Rajasthan,2015,82.94655280363156,88.00499949158277,12.15,14149,110.99933883755308,27.54,365128,53303,74207
Rajasthan,2016,82.70822077763862,85.62170575555005,14.35,15337,115.11454617834559,20.05,300168,77728,49016
Rajasthan,2017,83.00648608045833,88.58948539489684,12.02,14220,95.85674456397498,14.58,161302,77506,56157
Rajasthan,2018,86.62620488967565,88.44444906798068,10.58,16269,103.54102968318101,22.4,209379,35053,24446
Rajasthan,2019,85.92307194152318,95.04179396825258,5.03,19634,94.14047265665553,24.14,182154,12336,82779
Rajasthan,2020,86.2239304940072,90.53101038730642,8.56,21531,110.06923718391161,12.21,221907,74435,55631
Rajasthan,2021,85.67932475825269,88.47985614774208,11.9,19639,97.02872282200016,18.18,284828,30609,31478
Rajasthan,2022,89.01827990207883,88.432770642779,11.52,22409,114.99736014059707,29.18,390487,22999,70318
Rajasthan,2023,88.9319674205431,94.41980498601205,5.79,18289,98.60528578571866,21.72,275885,27368,30328
Rajasthan,2024,83.76853378222908,92.64805851970512,6.92,26528,119.33566039516475,28.45,254263,10126,67329
Kerala,2010,78.77513464764503,82.19973246582887,18.44,12493,61.20426767596955,28.21,184560,32116,51244
Kerala,2011,80.20957713050261,83.31086233202943,17.21,13579,41.647367231053344,14.55,344446,78244,26694
Kerala,2012,81.38874773485585,85.32177215150594,14.97,14617,47.703821517047636,10.09,163224,50738,40150
Kerala,2013,81.66039685383771,92.88524137656829,7.05,15931,40.535340222752616,28.37,287855,51914,85507
Kerala,2014,83.47599852938544,84.00992864264757,16.28,16110,30.91057572424269,13.31,169956,56240,52148
Kerala,2015,83.71855177944758,89.12655371600633,10.52,15039,44.0021184389493,29.22,330912,62853,39917
Kerala,2016,83.3274382095741,95.37777782951036,5.05,17602,62.802432477520775,21.91,323021,12482,39442
Kerala,2017,86.37701791043773,86.06474044716195,14.76,18287,45.39519918358256,26.73,370178,28449,48536
Kerala,2018,87.22040399667488,87.33530527998958,13.2,19429,73.41508034781799,18.82,176737,21485,53565
Kerala,2019,88.35862823890898,81.1751987650963,18.46,19099,52.6435752197138,15.45,281026,62603,41399
Kerala,2020,88.81333569587065,90.06070865863654,10.12,17682,52.22897176737286,14.44,393671,40678,78230
Kerala,2021,84.9913351579974,80.91342922812068,18.44,24152,58.79450588365061,14.76,214929,44911,46821
Kerala,2022,91.16233922923477,92.38619515558783,7.9,26579,45.75776360522898,28.89,277157,76358,32327
Kerala,2023,86.73153963655801,89.72530170643127,10.5,25689,60.1890606650436,24.08,323952,33236,30358
Kerala,2024,89.87382324893686,87.91509183023392,11.15,22120,61.003321977922795,22.48,359829,11279,78197
West Bengal,2010,68.92409436554222,91.11910807804382,8.3,18332,68.41351554175081,19.42,318671,61920,43529
West Bengal,2011,68.79840459565168,83.88843055162812,15.97,19211,59.69021800353159,22.67,210774,33752,70029
West Bengal,2012,71.41155488857358,86.17957012642958,13.67,19518,72.66583501740567,23.66,206133,71268,53243
West Bengal,2013,71.5710814014936,80.40526153229061,18.99,20683,70.05287727796993,19.95,359483,11622,63756
West Bengal,2014,71.00976004320468,82.24448936467608,17.95,22852,68.09759181953349,22.01,197924,69052,26664
West Bengal,2015,74.62655378392243,85.87573680447025,14.25,22649,74.26105085803582,10.94,251371,48709,76120
West Bengal,2016,72.56937645418284,88.95286543401073,10.95,22363,53.56808272504025,17.11,372320,34762,26046
West Bengal,2017,75.1841044749524,93.86210424992082,5.76,23776,48.86748067580787,29.08,375685,31792,74129
West Bengal,2018,73.02682120189722,84.45435356320829,16.07,25665,65.26016897302227,21.94,216017,57304,47921
West Bengal,2019,77.13422285459838,85.99770355654415,14.83,25047,58.462543727506905,18.26,281132,65337,28350
West Bengal,2020,74.65663520526887,80.92821925807674,18.83,23349,60.92909083722495,26.15,156960,45772,36520
West Bengal,2021,81.17086101084132,86.3839165414226,13.31,25258,63.9586796369069,20.84,240327,10338,86431
West Bengal,2022,80.8996144672876,91.635603832706,8.61,30415,63.09801162343269,28.07,227454,37935,52641
West Bengal,2023,80.58592795723051,94.8109853101265,5.01,29890,67.79538853170699,19.46,363382,54813,52198
West Bengal,2024,83.83664888810878,84.39030139966837,15.54,34391,77.72875836611824,26.89,187265,27850,81150
Madhya Pradesh,2010,61.470024032857324,81.51982657586234,18.85,15155,69.08455775760655,16.8,301734,33510,55998
Madhya Pradesh,2011,61.426339052170626,87.13532195624636,11.91,16208,74.41843274566749,27.72,229273,62393,81081
Madhya Pradesh,2012,62.59050818086756,93.77915116242634,6.88,16895,49.05109330262872,28.78,219346,49974,31371
Madhya Pradesh,2013,62.5739277552637,81.36634026216467,18.67,16734,95.3682097224322,15.43,291688,60072,39574
Madhya Pradesh,2014,64.5263868375611,90.85425342771892,8.94,17823,60.87596392499033,12.21,183933,34951,47413
Madhya Pradesh,2015,66.65236640864724,90.68538292288927,9.27,19717,66.06518795996973,10.9,285566,53001,82364
Madhya Pradesh,2016,66.80682167250457,81.32121467751027,18.66,19909,61.98208495661019,27.58,278301,39757,49636
Madhya Pradesh,2017,68.94822508384127,90.28439934827755,8.85,18973,78.63914796154418,14.61,214754,44157,55042
Madhya Pradesh,2018,66.42498040879057,84.05746911372663,16.69,20199,65.29329266463976,25.59,268533,60948,88781
Madhya Pradesh,2019,71.36261233394673,93.28066281613532,6.74,25500,78.27230804042114,23.92,262855,34578,43831
Madhya Pradesh,2020,68.968175768379,89.5615010652237,10.66,25390,51.647232030549176,10.7,252979,44701,32674
Madhya Pradesh,2021,72.70243871032532,84.45577488528703,16.02,21652,70.5296695572111,23.1,214772,68762,65106
Madhya Pradesh,2022,69.50179953279674,83.27941877121985,16.21,21197,65.78903793016808,23.91,220831,51873,24903
Madhya Pradesh,2023,74.67126245962157,81.37673594951761,18.86,29401,25.237983605632763,21.85,300201,11591,26303
Madhya Pradesh,2024,74.03623354287285,88.3561794545506,11.51,24772,48.90302222504758,27.57,157314,29623,82675
Maharashtra,2010,69.37210972833638,82.76338538760825,17.66,19408,119.47194258059322,10.41,150769,69735,77955
Maharashtra,2011,71.2261102777077,78.94638628982426,19.99,20603,109.29585235121489,22.35,235305,38693,86932
Maharashtra,2012,70.93017930437715,84.32045284987937,15.63,21265,96.28303085786324,17.33,215725,45773,82435
Maharashtra,2013,72.16618589812487,88.58858967210801,11.11,21006,97.98707308888828,22.15,377348,20627,23792
Maharashtra,2014,73.53880323592655,92.34613147531708,7.87,22261,106.06197404906922,18.8,274358,58555,32159
Maharashtra,2015,72.19415354860382,93.8750220936841,6.36,22814,99.72890012816575,23.25,169457,76557,67995
Maharashtra,2016,73.04642786749773,94.18618705258899,5.46,25664,104.44179358349902,11.77,241387,11016,70591
Maharashtra,2017,77.49286499783993,90.85391306791198,8.79,25553,102.84634812813812,21.74,344776,49099,23571
Maharashtra,2018,75.50369302578237,84.38466731572133,15.56,24334,95.94985987515595,17.9,283767,58190,20258
Maharashtra,2019,76.41478182100931,90.2216788863424,9.33,28886,97.8018530044336,22.12,284633,36854,79505
Maharashtra,2020,75.45981658660679,93.37099184772606,7.05,28771,95.70415243869996,16.22,360647,73335,25965
Maharashtra,2021,81.86289815829109,86.89539639977627,12.92,25829,101.25984091178921,24.26,334064,16910,15206
Maharashtra,2022,79.04719215078867,78.92650589033917,19.62,26314,102.24669164342569,16.29,260687,28141,86910
Maharashtra,2023,79.42341685359465,91.1425889716891,8.67,27990,100.12022141483975,11.54,225450,32299,58585
Maharashtra,2024,82.64924192173085,83.91072808957801,15.57,27442,88.53032039941668,18.33,324013,31834,33047
Tamil Nadu,2010,80.04229929493049,82.60436209226953,16.58,18753,76.43478603214942,26.36,205016,19474,73053
Tamil Nadu,2011,81.12423048813481,85.64128668088873,13.74,19408,67.88411003414163,28.86,243557,71087,83840
Tamil Nadu,2012,82.40879876780399,81.02470423591649,19.03,20108,61.416931898000854,14.94,215318,33664,82172
